,,,,,,,,,,,,,,
LAPORAN INVENTARIS OUTLET  TAHUN 2026,,,,,,,,,,,,,,
PT GADAI SEJAHTERA INDONESIA,,,,,,,,,,,,,,
ALL OUTLET ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DAFTAR ASSET/INVENTARIS  ,,,,,,,,,,,,,,
No.,KODE ASET,KATEGORI,NAMA BARANG,KETERANGAN SPESIFIK BARANG,JUMLAH,HARGA PEROLEHAN / UNIT,TOTAL PEROLEHAN,WAKTU PEROLEHAN,LOKASI, KONDISI, MASA MANFAAT (TH),,,BEBAN PENYUSUTAN
1298,,ELEKTRONIK,CCTV,"XIAOMI 360, BLACK WHITE",2,"400,000"," Rp 800,000 ",,KI,BAIK,,,,0
1299,,ELEKTRONIK,CCTV,DAHUA,4,"150,000"," Rp 600,000 ",,KI,BAIK,,,,0
1300,,ELEKTRONIK,KALKULATOR BESAR,,,, Rp - ,,KI,,,,,0
1301,,ELEKTRONIK,KALKULATOR KECIL,CITIZEN 12DIGIT SDC812NR ,1,"25,000"," Rp 25,000 ",,KI,BAIK,,,,0
1302,,ELEKTRONIK,WIFI ,ZTE INDIHOME ZXKNV609,1,"200,000"," Rp 200,000 ",,KI,BAIK,,,,0
1303,,ELEKTRONIK,RICE COOKER,COSMOS CRJ323S,1,"300,000"," Rp 300,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1304,,ELEKTRONIK,SETRIKA,MASPION HA110220V50HZ330W,1,"140,000"," Rp 140,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1305,,ELEKTRONIK,REMOT SEBAGUNA ,JOKER TM TV521 TERA ,1,"20,000"," Rp 20,000 ",,KI,BAIK,,,,0
1306,,ELEKTRONIK,TIMBANGAN EMAS,,1,"70,000"," Rp 70,000 ",,KI,BAIK,,,,0
1307,,ELEKTRONIK,FLASHDISK,SANDISK CRUZER BLADE 16 GB,1,"50,000"," Rp 50,000 ",,KI,BAIK,,,,0
1308,,ELEKTRONIK,JAM DINDING ,,,, Rp - ,,KI,,,,,0
1309,,ELEKTRONIK,HP KANTOR ,HP APPLE IPHONE XS ID/A 256GB ,1,"3,500,000"," Rp 3,500,000 ",,KI,BAIK,,,,0
1310,,ELEKTRONIK,TERMINAL STOP KONTAK ,UTICON 3 LUBANG ST 138,1,"15,000"," Rp 15,000 ",,KI,BAIK,,,,0
1311,,ELEKTRONIK,TERMINAL STOP KONTAK ,UTICON 4 LUBANG ST148 ,4,"20,000"," Rp 80,000 ",,KI,BAIK,,,,0
1312,,ELEKTRONIK,TERMINAL STOP KONTAK ,UTICON 1 LUBANG,1,"10,000"," Rp 10,000 ",,KI,BAIK,,,,0
1313,,ELEKTRONIK,KABEL USB ANDROID,,,,,,KI,,,,,0
1314,,ELEKTRONIK,KABEL USB IPHONE,AMINO ,1,"15,000"," Rp 15,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1315,,ELEKTRONIK,KABEL HDMI,KABEL HDMI TO HDMI NYLON HIGH SPEED SERAT JARING KARBON ,1,"20,000"," Rp 20,000 ",,KI,RUSAK,,,,0
1316,,ELEKTRONIK,LAMPU,,11,"30,000"," Rp 330,000 ",,KI,BAIK,,,,0
1317,,ELEKTRONIK,ADAPTOR TRAVO POWER SUPPLY 12V,ADAPTOR TRAVO POWER SUPPLY 12V,1,"10,000"," Rp 10,000 ",,KI,BAIK,,,,0
1318,,ELEKTRONIK,HIMEL ALTIVO DATA SOKET 1,HIMEL ALTIVO DATA SOKET 1,1,"30,000"," Rp 30,000 ",,KI,BAIK,,,,0
1319,,ELEKTRONIK,PSU 12V 10A,PSU 12V 10A,1,"100,000"," Rp 100,000 ",,KI,BAIK,,,,0
1320,,ELEKTRONIK,DVR 4CH DAHUA,DVR 4CH DAHUA,1,"400,000"," Rp 400,000 ",,KI,BAIK,,,,0
1321,,ELEKTRONIK,VERTTU SMARTBRACKER,VERTTU SMARTBRACKER,1,"50,000"," Rp 50,000 ",,KI,BAIK,,,,0
1322,,FURNITURE & MEBEUL,BRANGKAS,KRISBROW,1,"500,000"," Rp 500,000 ",,KI,BAIK,,,,0
1323,,FURNITURE & MEBEUL,RAK BARANG,TIANG BESI,20,"60,000"," Rp 1,200,000 ",,KI,BAIK,,,,0
1324,,FURNITURE & MEBEUL,RAK BARANG,SIKU FLAT BESI,20,"10,000"," Rp 200,000 ",,KI,BAIK,,,,0
1325,,FURNITURE & MEBEUL,RAK BARANG,FLAT BESI,25,"60,000"," Rp 1,500,000 ",,KI,BAIK,,,,0
1326,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF,,2,"300,000"," Rp 600,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1327,,FURNITURE & MEBEUL,MEJA DAPUR,,1,"300,000"," Rp 300,000 ",,KI,BAIK,,,,0
1328,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF,,2,"100,000"," Rp 200,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1329,,FURNITURE & MEBEUL,KURSI NASABAH ,SEAT SILVER FRASSER SN,1,"1,000,000"," Rp 1,000,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1330,,FURNITURE & MEBEUL,RANJANG TINGKAT,,1,"500,000"," Rp 500,000 ",,KI,BAIK,,,,0
1331,,FURNITURE & MEBEUL,KASUR,KASUR BUSA 90X120 ,2,"100,000"," Rp 200,000 ",,KI,BAIK,,,,0
1332,,FURNITURE & MEBEUL,LEMARI PAKAIAN,LEMARI KAYU,2,"150,000"," Rp 300,000 ",,KI,BAIK,,,,0
1333,,FURNITURE & MEBEUL,BINGKAI/FIGURA,,3,"20,000"," Rp 60,000 ",,KI,BAIK,,,,0
1334,,FURNITURE & MEBEUL,PARTISI PENYEKAT RUANGAN,,,, Rp - ,,KI,,,,,0
1335,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN,,1,"17,350,000"," Rp 17,350,000 ",,KI,BAIK,8,,,"2,168,750"
1336,,FURNITURE & MEBEUL,POMPA AIR ,SHIMIZU,1,"600,000"," Rp 600,000 ",,KI,BAIK,5,,,"120,000"
1337,,PERALATAN PANTRY,KOMPOR,RINNAI RI301S 1 TUNGKU,1,"200,000"," Rp 200,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1338,,PERALATAN PANTRY,GAS,LPJ HIJAU 3 KG ,1,"200,000"," Rp 200,000 ",,KI,BAIK,,,,0
1339,,PERALATAN PANTRY,REGULATOR GAS,WININ GAS 300MM WC,1,"120,000"," Rp 120,000 ",,KI,BAIK,,,,0
1340,,PERALATAN PANTRY,WAJAN,,1,"60,000"," Rp 60,000 ",,KI,BAIK,,,,0
1341,,PERALATAN PANTRY,PANCI,,1,"25,000"," Rp 25,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1342,,PERALATAN PANTRY,TEFLON,,,, Rp - ,,KI,,,,,0
1343,,PERALATAN PANTRY,SPATULA,,1,"15,000"," Rp 15,000 ",,KI,BAIK,,,,0
1344,,PERALATAN PANTRY,TIRISAN GORENGAN/SEROK LUBANG,,1,"12,000"," Rp 12,000 ",,KI,BAIK,,,,0
1345,,PERALATAN PANTRY,COBEK,,,, Rp - ,,KI,,,,,0
1346,,PERALATAN PANTRY,ULEKAN ,,,, Rp - ,,KI,,,,,0
1347,,PERALATAN PANTRY,PIRING ,,3,"5,000"," Rp 15,000 ",,KI,BAIK,,,,0
1348,,PERALATAN PANTRY,MANGKUK,,1,"5,000"," Rp 5,000 ",,KI,BAIK,,,,0
1349,,PERALATAN PANTRY,SENDOK,,1,"2,000"," Rp 2,000 ",,KI,BAIK,,,,0
1350,,PERALATAN PANTRY,GAU,,2,"2,000"," Rp 4,000 ",,KI,BAIK,,,,0
1351,,PERALATAN PANTRY,GELAS,,3,"7,000"," Rp 21,000 ",,KI,BAIK,,,,0
1352,,PERALATAN PANTRY,CANGKIR,,,, Rp - ,,KI,,,,,0
1353,,PERALATAN PANTRY,PISAU,,1,"5,000"," Rp 5,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1354,,PERALATAN PANTRY,PAPAN POTONG / TALENAN,,1,"5,000"," Rp 5,000 ",,KI,BAIK,,,,0
1355,,PERALATAN PANTRY,BASKOM BESAR,,1,"5,000"," Rp 5,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1356,,PERALATAN PANTRY,BASKOM KECIL,,,, Rp - ,,KI,,,,,0
1357,,PERALATAN PANTRY,RAK PIRING,,1,"50,000"," Rp 50,000 ",,KI,BAIK,,,,0
1358,,PERALATAN PANTRY,GALON,AIDIS 19L ,1,"20,000"," Rp 20,000 ",,KI,BAIK,,,,0
1359,,PERALATAN PANTRY,SARINGAN,,,, Rp - ,,KI,,,,,0
1360,,PERALATAN PANTRY,TEKO AIR,,,, Rp - ,,KI,,,,,0
1361,,PERALATAN PANTRY,NAMPAN,,,, Rp - ,,KI,,,,,0
1362,,PERALATAN PANTRY,SPONS CUCI PIRING,,1,"5,000"," Rp 5,000 ",,KI,RUSAK,,,,0
1363,,RTK,TEMPAT SAMPAH,,1,"20,000"," Rp 20,000 ",,KI,BAIK,,,,0
1364,,RTK,BANTAL,,1,"20,000"," Rp 20,000 ",,KI,BAIK,,,,0
1365,,RTK,GULING,,1,"20,000"," Rp 20,000 ",,KI,BAIK,,,,0
1366,,RTK,SELIMUT,,,, Rp - ,,KI,,,,,0
1367,,RTK,EMBER,,1,"15,000"," Rp 15,000 ",,KI,BAIK,,,,0
1368,,RTK,GAYUNG,,1,"10,000"," Rp 10,000 ",,KI,BAIK,,,,0
1369,,RTK,SIKAT TOILET,,1,"10,000"," Rp 10,000 ",,KI,BAIK,,,,0
1370,,RTK,SIKAT BAJU,,1,"10,000"," Rp 10,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1371,,RTK,SARUNG BANTAL ,,1,"15,000"," Rp 15,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1372,,RTK,SARUNG GULING,,1,"15,000"," Rp 15,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1373,,RTK,GORDEN,,1,"35,000"," Rp 35,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1374,,RTK,LAP KANEBO,ARKAPLAS ,1,"10,000"," Rp 10,000 ",4-Sep-25,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1375,,RTK,SAPU,,1,"15,000"," Rp 15,000 ",,KI,BAIK,,,,0
1376,,RTK,PEL,,1,"20,000"," Rp 20,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1377,,RTK,PENGKI/SEROKAN SAMPAH,,1,"15,000"," Rp 15,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1378,,RTK,SAPU LIDI,,,, Rp - ,,KI,,,,,0
1379,,RTK,GANTUNGAN BAJU TEMPEL,,1,"10,000"," Rp 10,000 ",,KI,BAIK,,,,0
1380,,RTK,GEMBOK BESAR,AMERICAN S831350,1,"300,000"," Rp 300,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1381,,RTK,GEMBOK KECIL,SOLID 50MM,4,"100,000"," Rp 400,000 ",,KI,"1 RUSAK, 3 BAIK",,,,0
1382,,RTK,GEMBOK ANGKA,,1,"50,000"," Rp 50,000 ",,KI,RUSAK RINGAN BISA DI PAKAI ,,,,0
1383,,RTK,GEMBOK BRANGKAS,,,, Rp - ,,KI,,,,,0
1384,,RTK,RANTAI ,,,, Rp - ,,KI,,,,,0
1385,,RTK,TAS UANG,PEGE ,1,"30,000"," Rp 30,000 ",,KI,BAIK,,,,0
1386,,RTK,DOMPET UANG,DELI ,2,"10,000"," Rp 20,000 ",,KI,BAIK,,,,0
1387,,RTK,KOTAK BROSUR AKRILIK,,1,"30,000"," Rp 30,000 ",,KI,BAIK,,,,0
1388,,RTK,KESET,,1,"22,800"," Rp 22,800 ",06-Okt-25,KI,BAIK,,,,0
1389,,RTK,APAR,,1,"150,000"," Rp 150,000 ",,KI,BAIK,,,,0
1390,,RTK,FILTER AIR,,,, Rp - ,,KI,,,,,0
1391,,RTK,SPREI,,2,"60,000"," Rp 120,000 ",,KI,RUSAK RINGAN BISA DIPAKAI,,,,0
1392,,RTK,AKRILIK NAMA,,1,"30,000"," Rp 30,000 ",,KI,BAIK,,,,0
1393,,RTK,GEMBOK,AMERICAN S931350,2,"30,000"," Rp 60,000 ",,KI,BAIK,,,,0
1394,,ATK,KERANJANG SUSUN,,1,," Rp 30,000 ",,KI,BAIK,,,,0
1395,,ELEKTRONIK,BEL,,1,-, Rp - ,,KI,BAIK,,,,0
1396,,RTK,KEMOCENG,,1,"10,000"," Rp 10,000 ",,KI,BAIK,,,,0
1397,,ATK,PULPEN, STANDAR DAN JOYKO,3,"3,000"," Rp 9,000 ",12-OKT-25,CM,BAIK,,,,0
1398,,ATK,PENSIL, JOYKO DAN STANDAR,3,"2,500"," Rp 7,500 ",,CM,BAIK,,,,0
1399,,ATK,PENGHAPUS, JOYKO,2,"3,000"," Rp 6,000 ",,CM,BAIK,,,,0
1400,,ATK,PENGGARIS, KENKO,1,"12,000"," Rp 12,000 ",,CM,BAIK,,,,0
1401,,ATK,SERUTAN, DAIMARSE,1,"1,000"," Rp 1,000 ",,CM,BAIK,,,,0
1402,,ATK,TIPE X,  JOYKO CT522 12ML LONG,1,"5,000"," Rp 5,000 ",,CM,BAIK,,,,0
1403,,ATK,STAPLER,  MAX HD10,1,"15,000"," Rp 15,000 ",,CM,BAIK,,,,0
1404,,ATK,GUNTING, GUNINDO 1,1,"12,000"," Rp 12,000 ",,CM,BAIK,,,,0
1405,,ATK,CUTTER,  KENKO L500,1,"8,000"," Rp 8,000 ",,CM,RUSAK,,,,0
1406,,ATK,LEM KERTAS, JOYKO,1,"2,000"," Rp 2,000 ",,CM,BAIK,,,,0
1407,,ATK,PEMBOLONG KERTAS, JOYKO 30XL,1,"15,000"," Rp 15,000 ",,CM,BAIK,,,,0
1408,,ATK,STABILO/HIGHLIGHTER,"  KENKO HL100 GREEN, JOYKO HILIGHTER ORANGE",2,"10,000"," Rp 20,000 ",,CM,BAIK,,,,0
1409,,ATK,SPIDOL, SNOWMAN BG 12,1,"7,000"," Rp 7,000 ",Apr-25,CM,BAIK,,,,0
1410,,ATK,STEMPEL BESAR, CAP GSI,1,"30,000"," Rp 30,000 ",,CM,BAIK,,,,0
1411,,ATK,STEMPEL KECIL, CAP GSI,1,"15,000"," Rp 15,000 ",,CM,BAIK,,,,0
1412,,ATK,BANTEX FILE, BANTEX PUTIH ,2,"20,000"," Rp 40,000 ",,CM,BAIK,,,,0
1413,,ATK,BINDEX FILE, BINDEX HITAM,9,"20,000"," Rp 180,000 ",,CM,BAIK,,,,0
1414,,ATK,KERANJANG ATK, JOYKO DESK SET,1,"15,000"," Rp 15,000 ",,CM,BAIK,,,,0
1415,,ATK,DISPENSER LAKBAN , JOYKO ,1,"24,000"," Rp 24,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1416,,ATK,LOUPE," MAGNIFIER 30X22MM 60X12MM, SILVER",1,"35,000"," Rp 35,000 ",,CM,BAIK,,,,0
1417,,ATK,BATU GOSOK EMAS,,1,"25,000"," Rp 25,000 ", -,CM,BAIK,,,,0
1418,,ATK,MAGNET BATANG,,1,"1,260"," Rp 1,260 ",,CM,BAIK,,,,0
1419,,ATK,DISPENSER LAKBAN KECIL ,,1,"12,000"," Rp 12,000 ",,CM,BAIK,,,,0
1420,,ATK,GUNTING ,MONANTA ,2,"7,000"," Rp 14,000 ",,CM,BAIK,,,,0
1421,,ATK,AKRILIK CCTV, ,1,"100,000"," Rp 100,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1422,,ATK,AKRILIK NAMA,,1,"30,000"," Rp 30,000 ",,CM,BAIK,,,,0
1423,,ATK,BOX FILE PLASTIK, ,1,"10,000"," Rp 10,000 ",,CM,BAIK,,,,0
1424,,ATK ,BOTOL AIR UJI EMAS EMAS ,,2,"25,000"," Rp 50,000 ",,CM,BAIK ,,,,0
1425,,ELEKTRONIK,LAPTOP , LENOVO 81WO AMD 3020 WITH RADEON 1200 MHZ E8CN34WW 4/237 GB SSD,1,"2,250,000"," Rp 2,250,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,3,,,"750,000"
1426,,ELEKTRONIK,TV," AOYAMA 20'' T2 DIGITAL, BLACK",1,"750,000"," Rp 750,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,2,,,"375,000"
1427,,ELEKTRONIK,PRINTER , HP INK TANK 115,1,"1,200,000"," Rp 1,200,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,3,,,"400,000"
1428,,ELEKTRONIK,MOUSE , RTM 019 OPTICAL MOUSE,1,"20,000"," Rp 20,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1429,,ELEKTRONIK,MONEY DETECTOR, COUNTERFEIT DETECTOR MODEL 318,1,"80,000"," Rp 80,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1430,,ELEKTRONIK,WEB CAM/CAMERA NASABAH ,  KNUP HD 720P KPCW100USB 2.0 CMOS,1,"70,000"," Rp 70,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1431,,ELEKTRONIK,KIPAS ANGIN BESAR, GMC MODEL 325 55W,1,"203,000"," Rp 203,000 ",02-Sep-25,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1432,,ELEKTRONIK,KIPAS ANGIN KECIL, SANEX,1,"215,000"," Rp 215,000 ", -,CM,BAIK,,,,0
1433,,ELEKTRONIK,LAMPU EMERGENCY,  CMOS HK86,1,"200,000"," Rp 200,000 ",,CM,RUSAK BERAT,,,,0
1434,,ELEKTRONIK,ALARM EMERGENCY,   ,1,, Rp - , -,CM,BAIK,,,,0
1435,,ELEKTRONIK,CCTV,  DAHUA ,4,"150,000"," Rp 600,000 ",,CM,BAIK,,,,0
1436,,ELEKTRONIK,CCTV,  XIAOMI 360,1,"400,000"," Rp 400,000 ",,CM,BAIK,,,,0
1437,,ELEKTRONIK,DVR CCTV, DVR DAHUA ,1,"400,000"," Rp 400,000 ",,CM,BAIK,,,,0
1438,,ELEKTRONIK,DVR CCTV, PSU 12V 10A,1,"100,000"," Rp 100,000 ",,CM,BAIK,,,,0
1439,,ELEKTRONIK,KALKULATOR KECIL,  JOYKO DTC1313CH,1,"50,000"," Rp 50,000 ",,CM,BAIK,,,,0
1440,,ELEKTRONIK,WIFI , ZTE ZXKNV609 INDIHOME,1,"200,000"," Rp 200,000 ",,CM,BAIK,,,,0
1441,,ELEKTRONIK,RICE COOKER," MIYOKO 1,2 L",1,"250,000"," Rp 250,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1442,,ELEKTRONIK,REMOT SEBAGUNA ,  JOKER TM TV521 TERA ,1,"20,000"," Rp 20,000 ",,CM,RUSAK RINGAN BISA DI PAKAI,,,,0
1443,,ELEKTRONIK,TIMBANGAN EMAS, SUPERIOR MINI DIGITAL,1,"250,000"," Rp 250,000 ",,CM,BAIK,,,,0
1444,,ELEKTRONIK,FLASHDISK, ROBOT RF104 4GB,1,"30,000"," Rp 30,000 ",,CM,BAIK,,,,0
1445,,ELEKTRONIK,JAM DINDING , DIAMON HITAM,1,"25,000"," Rp 25,000 ",,CM,RUSAK BERAT,,,,0
1446,,ELEKTRONIK,TERMINAL KUNING 3 COLOKAN , SMORGEN  MODEL MG103,1,"20,000"," Rp 20,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1447,,ELEKTRONIK,KABEL USB IPHONE, DATA CABEL RSL100,1,"80,900"," Rp 80,900 ",,CM,BAIK,,,,0
1448,,ELEKTRONIK,KABEL HDMI, HDMI WARNA MERAH,2,"7,000"," Rp 14,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1449,,ELEKTRONIK,LAMPU,PANA LED T20,6,"20,000"," Rp 120,000 ",24 DESEMBER 2025,CM,BAIK,,,,0
1450,,ELEKTRONIK ,VERTU SMARTBRAKER, ,1,"50,000"," Rp 50,000 ",,CM,BAIK,,,,0
1451,,ELEKTRONIK ,ADAPTOR 12V 2A, ,1,"10,000"," Rp 10,000 ",,CM,BAIK,,,,0
1452,,ELEKTRONIK ,LAMPU SOROT ,,4,"30,000"," Rp 120,000 ",,CM,RUSAK RINGAN,,,,0
1453,,ELEKTRONIK ,TERIMINAL KUNING 4 COLOKAN ,UTICON ST248,1,"25,000"," Rp 25,000 ",,CM,RUSAK RINGAN,,,,0
1454,,ELEKTRONIK ,TERMINAL 2 COLOKAN ,,1,"15,000"," Rp 15,000 ",,CM,RUSAK RINGAN,,,,0
1455,,ELEKTRONIK ,TERMINAL KUNINGAN 6 COLOKAN ,UTICON ST 168,1,"35,000"," Rp 35,000 ",,CM,RUSAK RINGAN,,,,0
1456,,FURNITURE & MEBEUL,BRANGKAS, KRISBOW,1,"500,000"," Rp 500,000 ",,CM,BAIK,,,,0
1457,,FURNITURE & MEBEUL,RAK BARANG, TIANG BESI ,12,"60,000"," Rp 720,000 ",,CM,BAIK,,,,0
1458,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF,   ,2,"300,000"," Rp 600,000 ",,CM,BAIK,,,,0
1459,,FURNITURE & MEBEUL,MEJA DAPUR,   ,1,"300,000"," Rp 300,000 ",,CM,BAIK,,,,0
1460,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF,   ,2,"100,000"," Rp 200,000 ",,CM,BAIK,,,,0
1461,,FURNITURE & MEBEUL,KURSI NASABAH , SET SILVERFRASSES SN,1,"1,000,000"," Rp 1,000,000 ",,CM,BAIK,,,,0
1462,,FURNITURE & MEBEUL,RANJANG TINGKAT,   ,1,"500,000"," Rp 500,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1463,,FURNITURE & MEBEUL,KASUR,   ,3,"400,000"," Rp 1,200,000 ",,CM,RUSAK RINGAN BISA DI PAKAI,,,,0
1464,,FURNITURE & MEBEUL,LEMARI PAKAIAN, LEMARI KAYU,1,"150,000"," Rp 150,000 ",,CM,BAIK,,,,0
1465,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN,   ,2,"845,313"," Rp 1,690,625 ",,CM,BAIK,8,,,"211,328"
1466,,PERALATAN PANTRY,KOMPOR,  RINNAI RI511C,1,"200,000"," Rp 200,000 ",,CM,BAIK,,,,0
1467,,PERALATAN PANTRY,GAS, GAS LPG 3KG,1,"25,000"," Rp 25,000 ",09 FEBRUARI 2026,CM,BAIK,,,,0
1468,,PERALATAN PANTRY,REGULATOR GAS, MIYAKO,1,"95,000"," Rp 95,000 ",,CM,BAIK,,,,0
1469,,PERALATAN PANTRY,WAJAN, WAJAN WARNA SILVER,1,"15,000"," Rp 15,000 ",,CM,RUSAK RINGAN BISA DI PAKAI,,,,0
1470,,PERALATAN PANTRY,PANCI,   ,1,"20,000"," Rp 20,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1471,,PERALATAN PANTRY,SPATULA,   ,1,"10,000"," Rp 10,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1472,,PERALATAN PANTRY,SENDOK,   ,4,"3,000"," Rp 12,000 ",,CM,BAIK,,,,0
1473,,PERALATAN PANTRY,GAU,   ,1,"3,000"," Rp 3,000 ",,CM,BAIK,,,,0
1474,,PERALATAN PANTRY,GELAS,   ,1,"3,000"," Rp 3,000 ",,CM,BAIK,,,,0
1475,,PERALATAN PANTRY,BASKOM KECIL,   ,1,"10,000"," Rp 10,000 ",,CM,BAIK,,,,0
1476,,PERALATAN PANTRY,RAK PIRING,   ,1,"25,000"," Rp 25,000 ",,CM,BAIK,,,,0
1477,,PERALATAN PANTRY,GALON, AQUA ISI ULANG 19L,1,"22,500"," Rp 22,500 ",,CM,BAIK,,,,0
1478,,PERALATAN PANTRY,NAMPAN, NAMPAN BAHAN PLASTIK WARNA PUTIH,1,"9,000"," Rp 9,000 ",,CM,BAIK,,,,0
1479,,RTK,TEMPAT SAMPAH,   ,2,"15,000"," Rp 30,000 ",,CM,BAIK,,,,0
1480,,RTK,BANTAL,   ,1,"20,000"," Rp 20,000 ",09-Sep-25,CM,BAIK,,,,0
1481,,RTK,EMBER,   ,2,"20,000"," Rp 40,000 ",,CM,RUSAK RINGAN BISA DI PAKAI,,,,0
1482,,RTK,GAYUNG,   ,1,"10,000"," Rp 10,000 ",,CM,BAIK,,,,0
1483,,RTK,SIKAT TOILET,   ,1,"10,000"," Rp 10,000 ",,CM,BAIK,,,,0
1484,,RTK,SIKAT BAJU,   ,1,"10,000"," Rp 10,000 ",,CM,BAIK,,,,0
1485,,RTK,LAP KANEBO,   ,1,"10,000"," Rp 10,000 ",,CM,BAIK,,,,0
1486,,RTK,SAPU,   ,2,"10,000"," Rp 20,000 ",,CM,RUSAK RINGAN BISA DIPAKAI,,,,0
1487,,RTK,PEL,   ,1,"15,000"," Rp 15,000 ",,CM,BAIK,,,,0
1488,,RTK,PENGKI/SEROKAN SAMPAH, ASVITA,1,"10,000"," Rp 10,000 ",,CM,BAIK,,,,0
1489,,RTK,GEMBOK BESAR, SOLID 60MM,1,"75,000"," Rp 75,000 ",,CM,BAIK,,,,0
1490,,RTK,GEMBOK KECIL, SOLID 50MM ,4,"65,000"," Rp 260,000 ",,CM,BAIK,,,,0
1491,,RTK,GEMBOK ANGKA, GEMBOK BAJA ANGKA,1,"25,000"," Rp 25,000 ",,CM,GAADA KUNCI ,,,,0
1492,,RTK,GEMBOK BESAR,  AMERICAN SECURE S 831350,1,"50,000"," Rp 50,000 ",,CM, BAIK ,,,,0
1493,,RTK,RANTAI , RANTAI MOTOR,1,"25,000"," Rp 25,000 ",,CM,BAIK,,,,0
1494,,RTK,TAS UANG, PEGE,1,"30,000"," Rp 30,000 ",,CM,BAIK,,,,0
1495,,RTK,DOMPET UANG, JOYKO DAN RIO DELI,2,"10,000"," Rp 20,000 ",,CM,BAIK,,,,0
1496,,RTK,KOTAK BROSUR AKRILIK,   ,1,"30,000"," Rp 30,000 ",,CM,PECAH BISA DIPAKAI,,,,0
1497,,RTK,KESET,   ,1,"15,000"," Rp 15,000 ",,CM,BAIK,,,,0
1498,,RTK,FILTER AIR, MANOTEC,1,"50,000"," Rp 50,000 ",,CM,BAIK,,,,0
1499,,RTK,POMPA GALON ,AXLO,1,"20,000"," Rp 20,000 ",,CM,BAIK,,,,0
1500,,RTK,POMPA KARET DRAGON , ,1,"22,500"," Rp 22,500 ",8-OKT-2025,CM,BAIK,,,,0
1501,,RTK,BENNER ,,4,, Rp - ,,CM,RUSAK RINGAN,,,,0
1502,,RTK,TURUNAN MOTOR ,,1,, Rp - ,,CM,RUSAK RINGAN,,,,0
1503,,RTK ,GEMBOK KECIL ,AMERICAN SECURE S931350,1,"45,000"," Rp 45,000 ",,CM,BAIK ,,,,0
1504,,FURNITURE & MEBEUL,RAK BARANG,SIKU BESI ,12,"10,000"," Rp 120,000 ",,CM,BAIK,,,,0
1505,,FURNITURE & MEBEUL,RAK BARANG,BESI FLAT,15,"60,000"," Rp 900,000 ",,CM,BAIK,,,,0
1506,,ELEKTRONIK,TERMINAL 1 COLOKAN,,1,, Rp - ,,CM,BAIK,,,,0
1507,,ATK,PULPEN, JOYKO,1,"2,500"," Rp 2,500 ",,BS,BAIK,,,,0
1508,,ATK,PENSIL, 2B,1,"5,000"," Rp 5,000 ",,BS,BAIK,,,,0
1509,,ATK,PENGHAPUS,  ,,, Rp - ,,BS,,,,,0
1510,,ATK,PENGGARIS, KENKO,1,"12,000"," Rp 12,000 ",,BS,,,,,0
