,,,,,,,,,,,,,,
LAPORAN INVENTARIS OUTLET  TAHUN 2026,,,,,,,,,,,,,,
PT GADAI SEJAHTERA INDONESIA,,,,,,,,,,,,,,
ALL OUTLET ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DAFTAR ASSET/INVENTARIS  ,,,,,,,,,,,,,,
No.,KODE ASET,KATEGORI,NAMA BARANG,KETERANGAN SPESIFIK BARANG,JUMLAH,HARGA PEROLEHAN / UNIT,TOTAL PEROLEHAN,WAKTU PEROLEHAN,LOKASI, KONDISI, MASA MANFAAT (TH),,,BEBAN PENYUSUTAN
405,,ELEKTRONIK,TV," AOYAMA 20'' T2 DIGITAL, BLACK",1,"750,000"," Rp 750,000 ",,CG,BAIK,2,,,"375,000"
406,,ELEKTRONIK,PRINTER , EPSON L121,1,"1,500,000"," Rp 1,500,000 ",,CG,RUSAK RINGAN,2,,,"750,000"
407,,ELEKTRONIK,MOUSE , CROWN,1,"25,000"," Rp 25,000 ",,CG,BAIK,,,,0
408,,ELEKTRONIK,Keyboard,  ,,, Rp - ,-,CG,-,,,,0
409,,ELEKTRONIK,MONEY DETECTOR, COUNTERFEIT DETECTOR MODEL 318,1,"80,000"," Rp 80,000 ",,CG,BAIK,,,,0
410,,ELEKTRONIK,WEB CAM/CAMERA NASABAH ,  KNUP HD 720P KPCW100 USB 2.0 CMOS ,1,"70,000"," Rp 70,000 ",,CG,BAIK,,,,0
411,,ELEKTRONIK,KIPAS ANGIN BESAR, NIKO NK16NLR,1,"145,000"," Rp 145,000 ",,CG,BAIK,,,,0
412,,PERALATAN PANTRY,Cobek,  ,,, Rp - ,,CG,-,,,,0
413,,PERALATAN PANTRY,Ulekan ,  ,,, Rp - ,,CG,-,,,,0
414,,ELEKTRONIK,KIPAS ANGIN KECIL, COSMOS 12DS,1,"200,000"," Rp 200,000 ",,CG,BAIK,,,,0
415,,ELEKTRONIK,LAMPU EMERGENCY,  CMOS HK86,1,"150,000"," Rp 150,000 ",,CG,RUSAK RINGAN,,,,0
416,,PERALATAN PANTRY,Sendok,  ,,, Rp - ,,CG,-,,,,0
417,,ELEKTRONIK,ALARM EMERGENCY,  MS190,1,"200,000"," Rp 200,000 ",,CG,RUSAK ,,,,0
418,,ELEKTRONIK,CCTV," XIAOMI 360, BLACK WHITE",2,"300,000"," Rp 600,000 ",,CG,"1 RUSAK, 1 FUNGSI",,,,0
419,,ELEKTRONIK,KALKULATOR KECIL,  CITIZEN 12DIGIT SDC812NR ,1,"25,000"," Rp 25,000 ",,CG,BAIK,,,,0
420,,ELEKTRONIK,WIFI , ZTE INDIHOME HG6145F,1,"200,000"," Rp 200,000 ",,CG,BAIK,,,,0
421,,ELEKTRONIK,RICE COOKER, MIYAKO,1,"180,000"," Rp 180,000 ",,CG,BAIK,,,,0
422,,PERALATAN PANTRY,Baskom Besar,  ,,, Rp - ,,CG,-,,,,0
423,,PERALATAN PANTRY,Baskom Kecil,  ,,, Rp - ,,CG,-,,,,0
424,,ELEKTRONIK,Setrika,  ,,, Rp - ,,CG,-,,,,0
425,,ELEKTRONIK,REMOT SEBAGUNA ,  JOKER TM TV521 TERA ,1,"20,000"," Rp 20,000 ",,CG,BAIK,,,,0
426,,PERALATAN PANTRY,Saringan,  ,,, Rp - ,,CG,-,,,,0
427,,PERALATAN PANTRY,Teko Air,  ,,, Rp - ,,CG,-,,,,0
428,,PERALATAN PANTRY,Nampan,  ,,, Rp - ,,CG,-,,,,0
429,,,,,,, Rp - ,,CG,,,,,0
430,,,,,,, Rp - ,,CG,,,,,0
431,,,,,,, Rp - ,,CG,,,,,0
432,,,,,,, Rp - ,,CG,,,,,0
433,,,,,,, Rp - ,,CG,,,,,0
434,,,,,,, Rp - ,,CG,,,,,0
435,,ELEKTRONIK,TIMBANGAN EMAS, SUPERIOR MINI DIGITAL,1,"250,000"," Rp 250,000 ",,CG,BAIK,,,,0
436,,ELEKTRONIK,FLASHDISK, SANDISK CRUZER BLADE 16GB ,1,"50,000"," Rp 50,000 ",,CG,BAIK,,,,0
437,,ELEKTRONIK,JAM DINDING , DIAMON,1,"30,000"," Rp 30,000 ",,CG,RUSAK RINGAN,,,,0
438,,ELEKTRONIK,TERMINAL STOP KONTAK , DEXTA,6,"20,000"," Rp 120,000 ",,CG,BAIK,,,,0
439,,ELEKTRONIK,Kabel USB Android,  ,,, Rp - ,,CG,-,,,,0
440,,ELEKTRONIK,KABEL USB IPHONE, WELLCOMM,1,"11,500"," Rp 11,500 ",,CG,BAIK,,,,0
441,,ELEKTRONIK,KABEL HDMI, TIDAK ADA MEREK,1,"7,500"," Rp 7,500 ",,CG,BAIK,,,,0
442,,ELEKTRONIK,LAMPU,LUBY,5,"9,000"," Rp 45,000 ",,CG,BAIK,,,,0
443,,ELEKTRONIK,TOMBOL ON OFF SWITCH SMART,VETTO,3,"92,000"," Rp 276,000 ",,CG,BAIK,,,,0
444,,ELEKTRONIK,DVR CCTV,ALHUA,1,"600,000"," Rp 600,000 ",,CG,BAIK,3,,,"200,000"
445,,ELEKTRONIK,POWER SUPPLY ADAPTOR,GLENZ GP10A,3,"85,000"," Rp 255,000 ",,CG,BAIK,,,,0
446,,ELEKTRONIK,CCTV,DAHUA,4,"150,000"," Rp 600,000 ",,CG,BAIK,,,,0
447,,FURNITURE & MEBEUL,BRANGKAS, KRISBOW,1,"300,000"," Rp 300,000 ",,CG,BAIK,,,,0
448,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF, NO MEREK,2,"300,000"," Rp 600,000 ",,CG,BAIK,,,,0
449,,FURNITURE & MEBEUL,MEJA DAPUR, NO MEREK,1,"300,000"," Rp 300,000 ",,CG,BAIK,,,,0
450,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF, NO MEREK,2,"100,000"," Rp 200,000 ",,CG,BAIK,,,,0
451,,FURNITURE & MEBEUL,KURSI NASABAH , NO MEREK,1,"1,000,000"," Rp 1,000,000 ",,CG,BAIK,,,,0
452,,FURNITURE & MEBEUL,RANJANG TINGKAT, NO MEREK,1,"1,000,000"," Rp 1,000,000 ",,CG,BAIK,8,,,"125,000"
453,,FURNITURE & MEBEUL,KASUR, BUSA,2,"130,000"," Rp 260,000 ",,CG,BAIK,,,,0
454,,FURNITURE & MEBEUL,LEMARI PAKAIAN, LEMARI KAYU,2,"150,000"," Rp 300,000 ",,CG,BAIK,,,,0
455,,FURNITURE & MEBEUL,BINGKAI/FIGURA, NO MEREK,2,"20,000"," Rp 40,000 ",,CG,BAIK,,,,0
456,,FURNITURE & MEBEUL,Partisi Penyekat Ruangan,  ,,, Rp - ,,CG,-,,,,0
457,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN, NO MEREK,1,"2,619,688"," Rp 2,619,688 ",,CG,BAIK,8,,,"327,461"
458,,FURNITURE & MEBEUL,RAK BARANG,TIANG BESI,12,"60,000"," Rp 720,000 ",,CG,BAIK,,,,0
459,,FURNITURE & MEBEUL,RAK BARANG,SIKU FLAT BESI,12,"10,000"," Rp 120,000 ",,CG,BAIK,,,,0
460,,FURNITURE & MEBEUL,RAK BARANG,BESI FLAT,15,"60,000"," Rp 900,000 ",,CG,BAIK,,,,0
461,,FURNITURE & MEBEUL,AKRILIK INFORMASI,,1,"50,000"," Rp 50,000 ",,CG,BAIK,,,,0
462,,FURNITURE & MEBEUL,AKRILIK CCTV,,2,"100,000"," Rp 200,000 ",,CG,BAIK,,,,0
463,,PERALATAN PANTRY,KOMPOR, MIYAKO 1 TUNGKU,1,"150,000"," Rp 150,000 ",,CG,BAIK,,,,0
464,,PERALATAN PANTRY,GAS, LPG 3KG,1,"198,000"," Rp 198,000 ",,CG,BAIK,,,,0
465,,PERALATAN PANTRY,REGULATOR GAS, PROPANE BUTANE,1,"45,000"," Rp 45,000 ",,CG,BAIK,,,,0
466,,PERALATAN PANTRY,WAJAN, NO MEREK,1,"20,000"," Rp 20,000 ",,CG,BAIK,,,,0
467,,PERALATAN PANTRY,TEFLON, NO MEREK,1,"20,000"," Rp 20,000 ",,CG,BAIK,,,,0
468,,PERALATAN PANTRY,SPATULA, NO MEREK,1,"15,000"," Rp 15,000 ",,CG,BAIK,,,,0
469,,PERALATAN PANTRY,TIRISAN GORENGAN/SEROK LUBANG, NO MEREK,1,"9,500"," Rp 9,500 ",,CG,BAIK,,,,0
470,,PERALATAN PANTRY,PIRING , NO MEREK,4,"20,000"," Rp 80,000 ",,CG,BAIK,,,,0
471,,PERALATAN PANTRY,MANGKUK, NO MEREK,1,"8,500"," Rp 8,500 ",,CG,BAIK,,,,0
472,,PERALATAN PANTRY,GARPU, NO MEREK,4,"5,000"," Rp 20,000 ",,CG,BAIK,,,,0
473,,PERALATAN PANTRY,GELAS, NO MEREK,2,"8,000"," Rp 16,000 ",,CG,BAIK,,,,0
474,,PERALATAN PANTRY,CANGKIR, NO MEREK,1,"2,000"," Rp 2,000 ",,CG,BAIK,,,,0
475,,PERALATAN PANTRY,PISAU, NO MEREK,1,"8,000"," Rp 8,000 ",,CG,BAIK,,,,0
476,,PERALATAN PANTRY,PAPAN POTONG / TALENAN, NO MEREK,1,"13,500"," Rp 13,500 ",,CG,BAIK,,,,0
477,,PERALATAN PANTRY,RAK PIRING, NO MEREK,1,"140,000"," Rp 140,000 ",,CG,BAIK,,,,0
478,,PERALATAN PANTRY,GALON, AQUA,2,"20,000"," Rp 40,000 ",,CG,BAIK,,,,0
479,,RTK,TEMPAT SAMPAH, NAGATA,2,"5,000"," Rp 10,000 ",,CG,BAIK,,,,0
480,,RTK,BANTAL, NOMEREK,1,"20,000"," Rp 20,000 ",,CG,BAIK,,,,0
481,,RTK,GULING, NOMEREK,1,"20,000"," Rp 20,000 ",,CG,BAIK,,,,0
482,,RTK,Selimut,  ,,, Rp - ,,CG,-,,,,0
483,,RTK,EMBER, NOMEREK,3,"20,000"," Rp 60,000 ",,CG,BAIK,,,,0
484,,RTK,GAYUNG, NOMEREK,1,"10,000"," Rp 10,000 ",,CG,RUSAK RINGAN,,,,0
485,,RTK,SIKAT TOILET, N0 MEREK,3,"10,000"," Rp 30,000 ",,CG,BAIK,,,,0
486,,RTK,Sikat Baju,  ,,, Rp - ,,CG,-,,,,0
487,,RTK,SARUNG BANTAL , NOMEREK,2,"15,000"," Rp 30,000 ",,CG,BAIK,,,,0
488,,RTK,SARUNG GULING, NOMEREK,1,"15,000"," Rp 15,000 ",,CG,BAIK,,,,0
489,,RTK,Gorden,  ,,, Rp - ,,CG,-,,,,0
490,,RTK,LAP KANEBO, NOMEREK,1,"10,000"," Rp 10,000 ",,CG,BAIK,,,,0
491,,RTK,SAPU, NOMEREK,1,"15,000"," Rp 15,000 ",,CG,BAIK,,,,0
492,,RTK,PEL, NOMEREK,1,"15,000"," Rp 15,000 ",,CG,RUSAK ,,,,0
493,,RTK,PENGKI/SEROKAN SAMPAH, NOMEREK,1,"9,500"," Rp 9,500 ",,CG,BAIK,,,,0
494,,RTK,Sapu Lidi,  ,,, Rp - ,,CG,-,,,,0
495,,RTK,GANTUNGAN BAJU TEMPEL, NOMEREK,8,"8,000"," Rp 64,000 ",,CG,BAIK,,,,0
496,,RTK,"GEMBOK SOLID 50MM,60MM"," 7 ADA KUNCI, 1 ADA KUNCI TAPI MACET",8,"50,000"," Rp 400,000 ",,CG,"7 BAIK, 1 MACET",,,,0
497,,RTK,Gembok Kecil,,,, Rp - ,,CG,-,,,,0
498,,RTK,GEMBOK ANGKA,  ,1,"50,000"," Rp 50,000 ",,CG,BAIK,,,,0
499,,RTK,Gembok Brangkas,  ,,, Rp - ,,CG,-,,,,0
500,,RTK,Rantai ,  ,,, Rp - ,,CG,-,,,,0
501,,RTK,TAS UANG, PEGE,1,"30,000"," Rp 30,000 ",,CG,BAIK,,,,0
502,,RTK,DOMPET UANG, JOYKO,3,"10,000"," Rp 30,000 ",,CG,BAIK,,,,0
503,,RTK,KOTAK BROSUR AKRILIK, NOMEREK,1,"30,000"," Rp 30,000 ",,CG,BAIK,,,,0
504,,RTK,Keset,  ,,, Rp - ,,CG,-,,,,0
505,,RTK,Apar,  ,,, Rp - ,,CG,-,,,,0
506,,RTK,Filter Air,  ,,, Rp - ,,CG,-,,,,0
507,,ATK,PULPEN, PILOT BPT-P HITAM,1,"3,000"," Rp 3,000 ",,KK,BAIK,,,,0
508,,ATK,PENSIL, JOYKO P-88 2B ,1,"2,500"," Rp 2,500 ",,KK,BAIK,,,,0
509,,ATK,PENGHAPUS, JOYKO SOFT ERASER 526-B40BL,1,"3,000"," Rp 3,000 ",,KK,BAIK,,,,0
510,,ATK,PENGGARIS, KENKO,1,"12,000"," Rp 12,000 ",,KK,BAIK,,,,0
511,,ATK,SERUTAN,  DAIMARSE ,1,"1,000"," Rp 1,000 ",,KK,BAIK,,,,0
512,,ATK,SERUTAN, KAYAGI PERUNCING PENSIL KY-R0313 ORANGE,1,"3,000"," Rp 3,000 ",,KK,BAIK,,,,0
513,,ATK,TIPE X,,,, Rp - ,,KK,,,,,0
514,,ATK,STAPLER, JOYKO HD-10,1,"15,000"," Rp 15,000 ",,KK,BAIK,,,,0
515,,ATK,GUNTING, JOYKO,1,"12,000"," Rp 12,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,,,,0
516,,ATK,CUTTER,,,, Rp - ,,KK,,,,,0
517,,ATK,LEM KERTAS, KENKO GLUE STICK,1,"2,000"," Rp 2,000 ",,KK,BAIK,,,,0
518,,ATK,PEMBOLONG KERTAS, JOYKO 30XL,1,"15,000"," Rp 15,000 ",,KK,BAIK,,,,0
519,,ATK,STABILO/HIGHLIGHTER, JOYKO HIGHLIGHTER BIRU,1,"10,000"," Rp 10,000 ",,KK,BAIK,,,,0
520,,ATK,STABILO/HIGHLIGHTER, KENKO HL-100 HIGHLIGHTER HIJAU,1,"10,000"," Rp 10,000 ",,KK,BAIK,,,,0
521,,ATK,STABILO/HIGHLIGHTER, KENKO HL-100 HIGHLIGHTER ORANGE,1,"10,000"," Rp 10,000 ",,KK,BAIK,,,,0
522,,ATK,SPIDOL,,,, Rp - ,,KK,,,,,0
523,,ATK,TEMPAT PENSIL, KENKO,2,"15,000"," Rp 30,000 ",,KK,BAIK,,,,0
524,,ATK,STEMPEL BESAR, CAP GSI,1,"30,000"," Rp 30,000 ",,KK,BAIK,,,,0
525,,ATK,STEMPEL KECIL,,,, Rp - ,,KK,,,,,0
526,,ATK,BANTEX FILE," NARIKO, BANTEX BOX FILE HITAM ",1,"10,000"," Rp 10,000 ",,KK,BAIK,,,,0
527,,ATK,BINDEX FILE, BINDEX  BINDER PUTIH,1,"20,000"," Rp 20,000 ",,KK,BAIK,,,,0
528,,ATK,KERANJANG ATK,,,, Rp - ,,KK,,,,,0
529,,ATK,DISPENSER LAKBAN, KENKO,1,"23,000"," Rp 23,000 ",,KK,BAIK,,,,0
530,,ATK,LOUPE," MAGNIFIER 30X22MM 60X12MM, SILVER",1,"35,000"," Rp 35,000 ",,KK,BAIK,,,,0
531,,ATK,BATU GOSOK EMAS,,1,"25,000"," Rp 25,000 ",,KK,BAIK,,,,0
532,,ATK,ISI STAPLER,,2,"4,000"," Rp 8,000 ",,KK,BAIK,,,,0
533,,ATK,BUKU STOCK GUDANG,VISION CAMPUS D5 42 LEMBAR,1,"30,000"," Rp 30,000 ",,KK,BAIK,,,,0
534,,ATK,BUKU BESAR JUTAAN,,1,0, Rp - ,,KK,BAIK,,,,0
535,,ATK,BUKU  BESAR RUPIAH,,1,0, Rp - ,,KK,BAIK,,,,0
536,,ATK,BUKU ABSEN,BINTANG OBOR,1,"17,000"," Rp 17,000 ",,KK,BAIK,,,,0
537,,ATK,BUKU LOOGBOOK,KIKY STATIONERY 40 LEMBAR,1,"45,000"," Rp 45,000 ",,KK,BAIK,,,,0
538,,ATK,BUKU KUNJUNGAN,SIDU 38 LEMBAR,1,"30,000"," Rp 30,000 ",,KK,BAIK,,,,0
539,,ATK,KARTU CASHBACK,,43,0, Rp - ,,KK,BAIK,,,,0
540,,ATK,PLASTIK ZIPACK 8X5,MJI PLASTIK,2,"3,000"," Rp 6,000 ",,KK,BAIK,,,,0
541,,ATK,KARET GELANG,ROMAN SURYA MAKMUR,1,"8,000"," Rp 8,000 ",,KK,BAIK,,,,0
542,,ATK,DOUBLE TAP,KENKO,1,"3,000"," Rp 3,000 ",,KK,BAIK,,,,0
543,,ATK,LAKBAN KECIL,V-TEC,1,"3,000"," Rp 3,000 ",,KK,BAIK,,,,0
544,,ATK,TINTA,TINTA PRINTER HP GT 52-53 INK TANK 110 WARNA BLACK,1,"33,000"," Rp 33,000 ",18/02/26,KK,BAIK,,,,0
545,,ATK,TINTA,TINTA PRINTER HP GT 52-53 INK TANK 110 WARNA YELLOW,1,"33,000"," Rp 33,000 ",18/02/26,KK,BAIK,,,,0
546,,ATK,TINTA,TINTA PRINTER HP GT 52-53 INK TANK 110 WARNA CYAN,1,"33,000"," Rp 33,000 ",18/02/26,KK,BAIK,,,,0
547,,ATK,TINTA,TINTA PRINTER HP GT 52-53 INK TANK 110 WARNA MAGENTA,1,"33,000"," Rp 33,000 ",18/02/26,KK,BAIK,,,,0
548,,ATK,LAKBAN SEDANG,DAIMARU TAPE,2,"5,000"," Rp 10,000 ",,KK,BAIK,,,,0
549,,ATK,LAKBAN BESAR,NACHI TAPE,2,"10,000"," Rp 20,000 ",,KK,BAIK,,,,0
550,,ATK,BOTOL AIR UJI EMAS EMAS,,2,"25,000"," Rp 50,000 ",,KK,BAIK,,,,0
551,,ATK,BANNER OJK ,,1,0, Rp - ,,KK,BAIK,,,,0
552,,ELEKTRONIK,LAPTOP,"  LENOVO X64-BASED PC Processor IntelR) CoreTM) i3-2310M CPU @ 2.10GHz, 2100 Mhz, 2 Cores), 4 Logical Processors) RAM 12/237 GB 2011, LENOVO THINKPAD COMPLIANCE 20V 3,25A/4,5A CANADA ICESS/NMB-003 CLASS",2,"2,000,000"," Rp 4,000,000 ",,KK,BAIK,3,,,"1,333,333"
553,,ELEKTRONIK,TV," AOYAMA 20'' T2 DIGITAL, BLACK",1,"750,000"," Rp 750,000 ",,KK,BAIK,2,,,"375,000"
554,,ELEKTRONIK,PRINTER, HP INK TANK 110 SERIES PCL-3,1,"1,200,000"," Rp 1,200,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,3,,,"400,000"
555,,ELEKTRONIK,MOUSE, RTM 019 3D OPTICAL MOUSE,1,"30,000"," Rp 30,000 ",,KK,BAIK,,,,0
556,,ELEKTRONIK,KEYBOARD,,,, Rp - ,,KK,,,,,0
557,,ELEKTRONIK,MONEY DETECTOR, COUNTERFEIT DETECTOR MODEL 318,1,"80,000"," Rp 80,000 ",,KK,BAIK,,,,0
558,,ELEKTRONIK,WEB CAM/CAMERA NASABAH, KNUP HD 720P KP-CW100 USB 2.0 CMOS ,1,"70,000"," Rp 70,000 ",,KK,BAIK,,,,0
559,,ELEKTRONIK,KIPAS ANGIN BESAR,,,, Rp - ,,KK,,,,,0
560,,ELEKTRONIK,KIPAS ANGIN KECIL, COSMOS 12DS,1,"200,000"," Rp 200,000 ",,KK,BAIK,,,,0
561,,ELEKTRONIK,KIPAS ANGIN KECIL, SONUS,1,"100,000"," Rp 100,000 ",,KK,BAIK,,,,0
562,,ELEKTRONIK,LAMPU EMERGENCY,,,, Rp - ,,KK,,,,,0
563,,ELEKTRONIK,ALARM EMERGENCY,,,, Rp - ,,KK,,,,,0
564,,ELEKTRONIK,CCTV," XIAOMI 360, BLACK WHITE",1,"200,000"," Rp 200,000 ",,KK,BAIK,,,,0
565,,ELEKTRONIK,CCTV, DAHUA ,3,"150,000"," Rp 450,000 ",,KK,BAIK,,,,0
566,,ELEKTRONIK,CCTV, DAHUA OUTDOOOR,1,"150,000"," Rp 150,000 ",,KK,BAIK,,,,0
567,,ELEKTRONIK,KALKULATOR BESAR,,,, Rp - ,,KK,,,,,0
568,,ELEKTRONIK,KALKULATOR KECIL, CITIZEN 12-DIGIT SDC-812NR ,1,"25,000"," Rp 25,000 ",,KK,BAIK,,,,0
569,,ELEKTRONIK,WIFI, HUAWEI INDIHOME BY TELKOMSEL,1,"200,000"," Rp 200,000 ",,KK,BAIK,,,,0
570,,ELEKTRONIK,RICE COOKER, CORMOS CRJ-3301,1,"250,000"," Rp 250,000 ",,KK,BAIK,,,,0
571,,ELEKTRONIK,SETRIKA, MASPION HA-110,1,"150,000"," Rp 150,000 ",,KK,BAIK,,,,0
572,,ELEKTRONIK,REMOT SEBAGUNA, LED TV XY-1517,1,"25,000"," Rp 25,000 ",,KK,BAIK,,,,0
573,,ELEKTRONIK,TIMBANGAN EMAS, SUPERRIOR MINI DIGITAL PLATFORM SCALE SERI I-2000,1,"70,000"," Rp 70,000 ",,KK,BAIK,,,,0
574,,ELEKTRONIK,FLASHDISK, SANDISK CRUZER BLADE 8GB,1,"30,000"," Rp 30,000 ",,KK,BAIK,,,,0
575,,ELEKTRONIK,JAM DINDING, PALEM QUARTZ,1,"25,000"," Rp 25,000 ",,KK,BAIK,,,,0
576,,ELEKTRONIK,HP KANTOR,,,, Rp - ,,KK,,,,,0
577,,ELEKTRONIK,TERMINAL STOP KONTAK , UTICON ST-138 3 COLOKAN,1,"15,000"," Rp 15,000 ",,KK,BAIK,,,,0
578,,ELEKTRONIK,TERMINAL KUNINGAN 6 COLOKAN,,1,"40,000"," Rp 40,000 ",,KK,BAIK,,,,0
579,,ELEKTRONIK,TERMINAL KUNINGAN 4 COLOKAN,,1,"20,000"," Rp 20,000 ",,KK,BAIK,,,,0
580,,ELEKTRONIK,KABEL USB ANDROID,,,, Rp - ,,KK,,,,,0
581,,ELEKTRONIK,KABEL USB IPHONE,,,, Rp - ,,KK,,,,,0
582,,ELEKTRONIK,KABEL HDMI,,,, Rp - ,,KK,,,,,0
583,,ELEKTRONIK,LAMPU,,10,"30,000"," Rp 300,000 ",,KK,"BAIK, 4 RUSAK BERAT",,,,0
584,,ELEKTRONIK,USB HUB 7 PORT ,PORTS SB 2.0 HIGH SPEED HUB,1,"10,000"," Rp 10,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,,,,0
585,,ELEKTRONIK,BATERAI ABC,ABC ALKALINE MILLENNIUM POWER,1,"17,000"," Rp 17,000 ",,KK,BAIK,,,,0
586,,ELEKTRONIK,TIANG BESI LAMPU SOROT,,3,"30,000"," Rp 90,000 ",,KK,BAIK,,,,0
587,,ELEKTRONIK,DVR CCTV ,"VERTTU SMARTBRACKER, BLACK",1,"300,000"," Rp 300,000 ",,KK,BAIK,,,,0
588,,FURNITURE & MEBEUL,BRANGKAS, KRISBOW,1,"500,000"," Rp 500,000 ",,KK,RUSAK (TIDAK BISA DI BUKA),,,,0
589,,FURNITURE & MEBEUL,TIANG BESI, KRISBOW,8,"60,000"," Rp 480,000 ",,KK,BAIK,,,,0
590,,FURNITURE & MEBEUL,FLAT BESI, KRISBOW,12,"60,000"," Rp 720,000 ",,KK,BAIK,,,,0
591,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF,,1,"300,000"," Rp 300,000 ",,KK,BAIK,,,,0
592,,FURNITURE & MEBEUL,MEJA DAPUR,,,, Rp - ,,KK,,,,,0
593,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF,,2,"100,000"," Rp 200,000 ",,KK,BAIK,,,,0
594,,FURNITURE & MEBEUL,KURSI NASABAH, KURSI PLASTIK,2,"48,500"," Rp 97,000 ",1/22/2026,KK,BAIK,,,,0
595,,FURNITURE & MEBEUL,RANJANG TINGKAT,,,, Rp - ,,KK,,,,,0
596,,FURNITURE & MEBEUL,KASUR, KASUR BUSA 90X200,2,"500,000"," Rp 1,000,000 ",,KK,BAIK,,,,0
597,,FURNITURE & MEBEUL,LEMARI PAKAIAN, LEMARI KAYU,1,"150,000"," Rp 150,000 ",,KK,BAIK,,,,0
598,,FURNITURE & MEBEUL,BINGKAI/FIGURA,,3,"20,000"," Rp 60,000 ",,KK,BAIK,,,,0
599,,FURNITURE & MEBEUL,PARTISI PENYEKAT RUANGAN,,,, Rp - ,,KK,,,,,0
600,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN,,1,, Rp - ,,KK,BAIK,,,,0
601,,FURNITURE & MEBEUL,KUNCI ANGKA ,,1,"15,000"," Rp 15,000 ",,KK,RUSAK BERAT,,,,0
602,,PERALATAN PANTRY,KOMPOR, RINNAI RI -511c,1,"200,000"," Rp 200,000 ",,KK,BAIK,,,,0
603,,PERALATAN PANTRY,GAS, LPG HIJAU 3KG,1,"170,000"," Rp 170,000 ",,KK,BAIK,,,,0
604,,PERALATAN PANTRY,REGULATOR GAS, QUANTUM,1,"60,000"," Rp 60,000 ",,KK,BAIK,,,,0
605,,PERALATAN PANTRY,WAJAN,,2,"25,000"," Rp 50,000 ",,KK,BAIK,,,,0
606,,PERALATAN PANTRY,PANCI,,1,"20,000"," Rp 20,000 ",,KK,BAIK,,,,0
607,,PERALATAN PANTRY,TEFLON,,,, Rp - ,,KK,,,,,0
608,,PERALATAN PANTRY,SPATULA,,1,"10,000"," Rp 10,000 ",,KK,BAIK,,,,0
609,,PERALATAN PANTRY,TIRISAN GORENGAN/SEROK LUBANG,,1,"10,000"," Rp 10,000 ",,KK,BAIK,,,,0
610,,PERALATAN PANTRY,COBEK,,,, Rp - ,,KK,,,,,0
611,,PERALATAN PANTRY,ULEKAN,,,, Rp - ,,KK,,,,,0
612,,PERALATAN PANTRY,PIRING,,1,"5,000"," Rp 5,000 ",,KK,BAIK,,,,0
613,,PERALATAN PANTRY,MANGKUK,,2,"5,000"," Rp 10,000 ",,KK,BAIK,,,,0
614,,PERALATAN PANTRY,SENDOK,,2,"3,000"," Rp 6,000 ",,KK,BAIK,,,,0
615,,PERALATAN PANTRY,GAU,,,, Rp - ,,KK,,,,,0
616,,PERALATAN PANTRY,GELAS,,2,"3,000"," Rp 6,000 ",,KK,BAIK,,,,0
617,,PERALATAN PANTRY,CANGKIR,,,, Rp - ,,KK,,,,,0
618,,PERALATAN PANTRY,PISAU,,,, Rp - ,,KK,,,,,0
619,,PERALATAN PANTRY,PAPAN POTONG / TALENAN,,1,"5,000"," Rp 5,000 ",,KK,BAIK,,,,0
620,,PERALATAN PANTRY,BASKOM BESAR,,,, Rp - ,,KK,,,,,0
621,,PERALATAN PANTRY,BASKOM KECIL,,,, Rp - ,,KK,,,,,0
622,,PERALATAN PANTRY,RAK PIRING,,1,"25,000"," Rp 25,000 ",,KK,BAIK,,,,0
623,,PERALATAN PANTRY,GALON, AQUA,1,"20,000"," Rp 20,000 ",,KK,BAIK,,,,0
624,,PERALATAN PANTRY,SARINGAN,,,, Rp - ,,KK,,,,,0
625,,PERALATAN PANTRY,TEKO AIR,,,, Rp - ,,KK,,,,,0
626,,PERALATAN PANTRY,NAMPAN,,,, Rp - ,,KK,,,,,0
627,,PERALATAN PANTRY,FRENCH WHISK,,1,"15,000"," Rp 15,000 ",,KK,BAIK,,,,0
628,,RTK,TEMPAT SAMPAH,,3,"15,000"," Rp 45,000 ",,KK,BAIK,,,,0
629,,RTK,BANTAL,,1,"20,000"," Rp 20,000 ",,KK,BAIK,,,,0
630,,RTK,GULING,,,, Rp - ,,KK,,,,,0
631,,RTK,SELIMUT,,1,"30,000"," Rp 30,000 ",,KK,BAIK,,,,0
632,,RTK,EMBER,,1,"40,000"," Rp 40,000 ",,KK,BAIK,,,,0
633,,RTK,GAYUNG,,1,"10,000"," Rp 10,000 ",,KK,BAIK,,,,0
634,,RTK,SIKAT TOILET,,2,"10,000"," Rp 20,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,,,,0
635,,RTK,SIKAT BAJU,,2,"10,000"," Rp 20,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,,,,0
